105,1,2,Sapporo/Oratu,札幌・小樽
105,1,2,Noboribetsu/Toya,登別・洞爺湖
105,1,2,Furano/Biei,富良野・旭川
105,1,2,Niseko/Yoichi,ニセコ・余市
105,1,2,Obihiro/Tokachi,帯広・十勝
105,1,2,Akan/Kushiro,阿寒・釧路
105,1,2,Hakodate,函館・渡島檜山
105,1,2,Abashiri/Kitami,網走・北見
105,1,2,Rishiri/Rebun/Wakkanai,利尻礼文・稚内
105,1,2,Shiretoko/Nemuro,知床・根室
105,1,2,Hidaka/Erimo,日高・襟裳
